"Level","casetype","L2_caseid","Level1CaseID","l1casecreateddatetime","l1_firstresolution_duration_mins","l2casecreateddatetime","l2_firstresolution_duration_mins","Level3CaseID","earliestcasecreateddatetime","L2_business_line","customerproductname","acknowledgmentdate","department","natureofcomplaint","additional_detail","L2_casesummary","L2_resolutionsummary","iscomplaintresolvedbysatisfaction","customer_type","L2_casecreateddatetime","L2_caseresolveddatetime","FCR","firstswrsentdate","casecurrentstatus","l1tol2escalationtype","CompensationDescription","costtoresolve","RedressCost","ReimbursementCost","GoodwillCost","fcaccase","l3_agreed_with_l2","FCAC_Cat","FCAC_Issue","relationshipindicator","customerpostalcode","escalated","primary_transit","postalcode","senior","is_escalated_from_L1","L1_caseid","L1_casesummary","L1_resolutionsummary","L1_casecreateddatetime","L1_caseresolveddatetime","L1_natureofcomplaint","L1_customerproductname","L1_intake_channel","L1_department","L1_FCR","L1_casecurrentstatus","L1_FCAC_Cat","L1_FCAC_Issue","L1_l1to2escalationtype","row_id","complaint_theme","sub_theme","touchpoint_mentioned_in_text","root_cause","escalation_reason","l1_resolution_gap","avoidable_at_l1","recurring_pattern","severity_level","one_sentence_finding","evidence_phrases","_parse_status","_raw_response","error"
"L2","Complaint","Nuwgxgygpg6-pgay","ioow8867xyellaxy6abcggxygg5","2026-03-06 09:26:07.0","130.82","2026-03-06 11:36:54.0","","","2026-03-06 09:26:07.0","RetailProducts","Other","2026-03-06 10:29:12.0","RetailDeposits","Other","","Client upset about error message he received when attempting to send an IMT. Branch troubleshooted with him and service ticket was raised but he claims he has had not contact since the beginning of March 2026.","","","SomeBank","2026-03-06 11:36:54.0","","0.0","","Pending-Information","","","","","","","True","","Debit Card","Transfer","REL1","L0C1A0","False","","","Senior","True","ioow8867xyellaxy6abcggxygg5","Jon has been trying to send an international money transfer to his Portuguese tutor in Portugal. He was very excited about using this service. When he goes to complete the transfer  it says  Sorry something went wrong  try again later.  Jon called the call centre 5 times starting January 15th to have this issue resolved. They were unable to give him a solution  on the 5th call on January 28th they gave him a case number and was promised they would follow up in 10 business days. Case number 164793231. On Feb 10th he came into the branch to get help from me with this issue. We called down together and they said they still needed a couple days and would get back to the client with the solution. They never got back to the customer as promised. I also called the fraud department to make sure there was not a block on his card. I followed up with the department on his behalf with the case number and they advised they are waiting to hear back from interact and it would be another 5 business days and that they for sure would get back to the customer. The 5 business days passed and the customer was not contacted. I called down to the online department yesterday March 5th citing the case number again and was advised that they escalated the concern to their manager and someone would get back to this customer in 3 hours. I asked them to also contact me with the information as they have not adhered to the past promised deadlines. He said that he would and neither the customer or I received any word from the department as promised again. Customer is frustrated understandably. He does not want to contact the contact centre again as he has to explain his problem from the beginning again and receive no help for the issue. The issue has still not been resolved and it has been almost 2 months. I have attempted to do what I can from the branch but I would not have access to the same information as the contact team who is supposed to be able to help with these issues.","Have spoken with the customer continually and contacted the online department multiple times on his behalf trying to get someone to resolve and respond to this issue. These have been unsuccessful. Complaint needs to be escalated","2026-03-06 09:26:07.0","2026-03-06 11:36:56.0","","Basic Banking","Branch-Retail&Small Business","95612","0.0","Resolved-TransferredOPCC","Service Issues","No Response from employee","","1990","Product/Service Functionality","Online Service Failure","Call Centre","Service/Process Failure","Failure to Resolve","Lack of Ownership","No","Recurring","High","A technical failure with an international money transfer was exacerbated by repeated broken promises and a lack of resolution from support teams over a two-month period.","['issue has still not been resolved and it has been almost 2 months', 'called the call centre 5 times', 'They never got back to the customer as promised', 'neither the customer or I received any word from the department as promised again']","ok","```json
{
  ""complaint_theme"": ""Product/Service Functionality"",
  ""sub_theme"": ""Online Service Failure"",
  ""touchpoint_mentioned_in_text"": ""Call Centre"",
  ""root_cause"": ""Service/Process Failure"",
  ""escalation_reason"": ""Failure to Resolve"",
  ""l1_resolution_gap"": ""Lack of Ownership"",
  ""avoidable_at_l1"": ""No"",
  ""recurring_pattern"": ""Recurring"",
  ""severity_level"": ""High"",
  ""one_sentence_finding"": ""A technical failure with an international money transfer was exacerbated by repeated broken promises and a lack of resolution from support teams over a two-month period."",
  ""evidence_phrases"": [
    ""issue has still not been resolved and it has been almost 2 months"",
    ""called the call centre 5 times"",
    ""They never got back to the customer as promised"",
    ""neither the customer or I received any word from the department as promised again""
  ]
}
```",""
"L2","Complaint","Nuwgxgygpg6-pgap","nan","","","2026-03-06 00:22:22.0","6471.25","","2026-03-06 00:22:22.0","RetailProducts","Basic Plus Bank Account","2026-03-06 11:43:48.0","SmallBusiness","Terminations","","Customer received termination letter from Scotiabank. He wants clarification on the termination and the decision to be reconsidered","Customer contacted provided an apology for the inconvenience and frustration this situation has caused.  We are unable to continue the banking relationship with Scotiabank. Confirmed 30 days written notice was given. Customer was provided with disclosure to advise of right to have Ombudsman for Banking Services and Investment review concern within six months of Scotiabank’s final response.","Resolved","SomeBank","2026-03-06 00:22:22.0","2026-03-10 13:13:37.0","0.0","2026-03-10 00:00:00.0","Resolved-Completed","","","0.0","","","","True","","Other","Closure","REL1","L3S3T4","False","","","","True","nan","","","","","","","","","","","","","","1991","Account Management","Bank-Initiated Account Closure","Letter","Business Decision","direct to l2","no linked l1","No","Unknown","High","The customer is disputing the bank's business decision to terminate their account, but the bank upheld its decision without providing a specific reason.","['received termination letter', 'wants clarification on the termination', 'decision to be reconsidered', 'unable to continue the banking relationship']","ok","```json
{
  ""complaint_theme"": ""Account Management"",
  ""sub_theme"": ""Bank-Initiated Account Closure"",
  ""touchpoint_mentioned_in_text"": ""Letter"",
  ""root_cause"": ""Business Decision"",
  ""escalation_reason"": ""direct to l2"",
  ""l1_resolution_gap"": ""no linked l1"",
  ""avoidable_at_l1"": ""No"",
  ""recurring_pattern"": ""Unknown"",
  ""severity_level"": ""High"",
  ""one_sentence_finding"": ""The customer is disputing the bank's business decision to terminate their account, but the bank upheld its decision without providing a specific reason."",
  ""evidence_phrases"": [
    ""received termination letter"",
    ""wants clarification on the termination"",
    ""decision to be reconsidered"",
    ""unable to continue the banking relationship""
  ]
}
```",""
"L2","Complaint","Nuwgxgygpg6-pga8","ioow8867xyellaxy6abc114gg","2026-03-06 12:25:59.0","8.63","2026-03-06 12:34:36.0","26497.82","","2026-03-06 12:25:59.0","RetailProducts","ScotiaLine with access card","2026-03-06 12:28:53.0","RetailLending","Other","","Customer upset with restrictions on Balance Transfer cheques. Customer states their Balance Transfer cheque on their ScotiaLine was rejected by Bank of Montreal. Customer wants to know the reason of rejection","Respectfully advised customer Our review has confirmed that in order to qualify for a Balance Transfer the account receiving the transfer must be available within the electronic bill‑payment system. Each financial institution independently determines which of its products appear as eligible electronic payees. Based on this we have verified that BMO Line of Credit accounts are not listed within the national electronic bill‑payee system and therefore cannot be processed for Balance Transfer purposes","Resolved","SomeBank","2026-03-06 12:34:36.0","2026-03-24 23:12:25.0","0.0","2026-03-23 00:00:00.0","Resolved-Completed","","","0.0","","","","True","","Line of Credit","Other","REL1","K2S2L4","False","","","","True","ioow8867xyellaxy6abc114gg","client complaining about the promotional BT cheque not accepted by BMO and not explained about reason and the solution offered not useful for her of the special interest rate on chques","","2026-03-06 12:25:59.0","2026-03-06 12:34:37.0","","ScotiaLine with access card","CC","Service","0.0","Resolved-TransferredOPCC","Line of Credit","Promotions/ Product Benefits & Features","","1992","Product Features & Limitations","Balance Transfer","Contact Centre","Product/Process Limitation","Inadequate Explanation","Information Gap","Yes","Recurring","Medium","The customer escalated because the Level 1 agent could not explain the systemic reason why their balance transfer cheque to another bank's line of credit was rejected.","['not explained about reason', 'wants to know the reason of rejection', 'BMO Line of Credit accounts are not listed within the national electronic bill‑payee system']","ok","```json
{
  ""complaint_theme"": ""Product Features & Limitations"",
  ""sub_theme"": ""Balance Transfer"",
  ""touchpoint_mentioned_in_text"": ""Contact Centre"",
  ""root_cause"": ""Product/Process Limitation"",
  ""escalation_reason"": ""Inadequate Explanation"",
  ""l1_resolution_gap"": ""Information Gap"",
  ""avoidable_at_l1"": ""Yes"",
  ""recurring_pattern"": ""Recurring"",
  ""severity_level"": ""Medium"",
  ""one_sentence_finding"": ""The customer escalated because the Level 1 agent could not explain the systemic reason why their balance transfer cheque to another bank's line of credit was rejected."",
  ""evidence_phrases"": [
    ""not explained about reason"",
    ""wants to know the reason of rejection"",
    ""BMO Line of Credit accounts are not listed within the national electronic bill‑payee system""
  ]
}
```",""
"L2","Complaint","Nuwgxgygpg6-pga9","nan","","","2026-03-06 06:25:42.0","4898.95","","2026-03-06 06:25:42.0","RetailProducts","ScotiaCard/Self-Service Bkg. Access","2026-03-06 13:12:56.0","RetailDeposits","Service","","The customer is raising a concern regarding their ScotiaCard. The customer needs a replacement card to access online banking but have been told then need to attend the Branch to complete know your customer requirements. The customer not happy about this and wants to find another solution.","Based on review customers needs to present themselves at a local Branch to complete know your client (KYC) requirements. The customer ha previously had claims of identify theft on the accounts therefore will need to attend Branch to obtain new debit card. Also new address change on account.","Resolved","SomeBank","2026-03-06 06:25:42.0","2026-03-09 17:04:39.0","0.0","2026-03-09 00:00:00.0","Resolved-Completed","","","0.0","","","","True","","Debit Card","Other","","N8S1N8","False","","","Senior","True","nan","","","","","","","","","","","","","","1993","Account Servicing","Card Replacement","Branch","Risk & Security Policy","direct to l2","no linked l1","No","Recurring","Medium","The customer was required to visit a branch for a replacement debit card due to a history of identity theft and a recent address change, a policy they disagreed with.","['needs a replacement card to access online banking', 'attend the Branch to complete know your customer requirements', 'customer not happy about this', 'previously had claims of identify theft', 'new address change on account']","ok","```json
{
  ""complaint_theme"": ""Account Servicing"",
  ""sub_theme"": ""Card Replacement"",
  ""touchpoint_mentioned_in_text"": ""Branch"",
  ""root_cause"": ""Risk & Security Policy"",
  ""escalation_reason"": ""Direct to L2"",
  ""l1_resolution_gap"": ""No Linked L1"",
  ""avoidable_at_l1"": ""No"",
  ""recurring_pattern"": ""Recurring"",
  ""severity_level"": ""Medium"",
  ""one_sentence_finding"": ""The customer was required to visit a branch for a replacement debit card due to a history of identity theft and a recent address change, a policy they disagreed with."",
  ""evidence_phrases"": [
    ""needs a replacement card to access online banking"",
    ""attend the Branch to complete know your customer requirements"",
    ""customer not happy about this"",
    ""previously had claims of identify theft"",
    ""new address change on account""
  ]
}
```",""
"L2","Complaint","Nuwgxgygpg6-pgy4","nan","","","2026-03-06 09:34:41.0","20098.33","","2026-03-06 09:34:41.0","RetailProducts","Scotia Momentum VISA Infinite card","2026-03-06 14:41:56.0","RetailLending","Charges","","Customer has raised a complaint related to interest charges on his Scotia Momentum VISA Infinite account. Customer stated that due to a system issue his auto payments did not go through and his account was charged CAD$441.36 in interest. Customer has requested to reverse the interest and to ensure his Credit Bureau is corrected.","Provided customer apology. Explained that due to a know issue the full automatic withdrawal did not process on January 1 2026 as intended confirmed that this has been raised with Scotiabank’s technical support team. As a gesture of goodwill we are happy to extend CAD$295.97 which represents the interest billed on the January 11 2026 statement. Also confirmed the tag on interest of CAD$145.39 billed on the February 11 2026 statement was reversed by the Global Customer Experience Centre (GCEC) on February 23 2026 as a goodwill gesture.","Resolved","SomeBank","2026-03-06 09:34:41.0","2026-03-20 09:33:01.0","0.0","2026-03-20 00:00:00.0","Resolved-Assigned-CCAO","","Global Customer Experience Centre  has extended CAD$295.97 as a goodwill gesture which represents the interest billed on the January 11 2026 statement.","295.97","","","295.97","True","","Credit Card","Fees / Charges","","K1T2R8","True","","","","True","nan","","","","","","","","","","","","","","1994","Billing & Fees","Interest Charges","Global Customer Experience Centre","System/Process Error","Incomplete Resolution","no linked l1","Yes","Recurring","Medium","A known system error with auto-payments led to incorrect interest charges and a request for credit bureau correction, which was only partially resolved at the initial point of contact.","['due to a system issue his auto payments did not go through', 'due to a know issue the full automatic withdrawal did not process', 'ensure his Credit Bureau is corrected']","ok","```json
{
  ""complaint_theme"": ""Billing & Fees"",
  ""sub_theme"": ""Interest Charges"",
  ""touchpoint_mentioned_in_text"": ""Global Customer Experience Centre"",
  ""root_cause"": ""System/Process Error"",
  ""escalation_reason"": ""Incomplete Resolution"",
  ""l1_resolution_gap"": ""No Linked L1"",
  ""avoidable_at_l1"": ""Yes"",
  ""recurring_pattern"": ""Recurring"",
  ""severity_level"": ""Medium"",
  ""one_sentence_finding"": ""A known system error with auto-payments led to incorrect interest charges and a request for credit bureau correction, which was only partially resolved at the initial point of contact."",
  ""evidence_phrases"": [
    ""due to a system issue his auto payments did not go through"",
    ""due to a know issue the full automatic withdrawal did not process"",
    ""ensure his Credit Bureau is corrected""
  ]
}
```",""
"L2","Complaint","Nuwgxgygpg6-pgp4","nan","","","2026-03-06 13:34:12.0","15761.28","","2026-03-06 13:34:12.0","ScotiaHelps/CC","Scotia Mortgage Uninsured","2026-03-09 11:20:00.0","CC","Other","","Customer is reporting a missed Scotia Mortgage payment and states that the co‑borrower has left Canada and is no longer contributing to the mortgage. The customer is requesting information regarding financial hardship options available to them.","Advised the customer that our office cannot assist with financial arrangements for delinquent revolving credit products. After reviewing the situation with ScotiaHelps we confirmed that missed mortgage payments are due to the co‑borrower leaving Canada and no longer contributing. ScotiaHelps can only review payment arrangements; all other assistance programs require both borrowers to be present for disclosures. Customer was advised to contact their branch if they wish to remove the co‑borrower noting that this requires full requalification. Provided contact information for the Bramalea City Centre Branch Manager and ScotiaHelps for further assistance. Apologized for any inconvenience caused.","Closed","SomeBank","2026-03-06 13:34:12.0","2026-03-17 13:15:29.0","0.0","2026-03-17 00:00:00.0","Resolved-Assigned-CCAO","","","0.0","","","","True","","Mortgage","Payment","","L6S4C9","True","","","","True","nan","","","","","","","","","","","","","","1995","Financial Hardship","Co-borrower Issue","ScotiaHelps / Branch","Policy/Procedure","direct to l2","no linked l1","Yes","Recurring","High","The customer is unable to access mortgage assistance programs after their co-borrower's departure because bank policy requires both parties to be present for disclosures.","['co‑borrower has left Canada and is no longer contributing', 'assistance programs require both borrowers to be present for disclosures', 'requesting information regarding financial hardship options']","ok","```json
{
  ""complaint_theme"": ""Financial Hardship"",
  ""sub_theme"": ""Co-borrower Issue"",
  ""touchpoint_mentioned_in_text"": ""ScotiaHelps / Branch"",
  ""root_cause"": ""Policy/Procedure"",
  ""escalation_reason"": ""Direct to L2"",
  ""l1_resolution_gap"": ""No Linked L1"",
  ""avoidable_at_l1"": ""Yes"",
  ""recurring_pattern"": ""Recurring"",
  ""severity_level"": ""High"",
  ""one_sentence_finding"": ""The customer is unable to access mortgage assistance programs after their co-borrower's departure because bank policy requires both parties to be present for disclosures."",
  ""evidence_phrases"": [
    ""co‑borrower has left Canada and is no longer contributing"",
    ""assistance programs require both borrowers to be present for disclosures"",
    ""requesting information regarding financial hardship options""
  ]
}
```",""
"L2","Complaint","Nuwgxgygpg6-pgp6","nan","","","2026-03-06 13:50:13.0","15535.05","","2026-03-06 13:50:13.0","FraudManagement","ScotiaCard/Self-Service Bkg. Access","2026-03-06 15:57:27.0","Claims","Disputes","","Customer has raised a complaint related to a transaction for CAD$453.68 from her Basic Banking account. Customer has requested to expedite the dispute claim and to reimburse her the funds.","Advised customer we are happy to extend CAD$453.68 as a goodwill gesture for the negative experience. Explained that a Dispute claim was previously opened but as Credit Voucher provided is dated from March 3 2026 and as per Disputes Regulations we have to allow the dispute delay period of 15 days before proceeding with the claim. ","Resolved","SomeBank","2026-03-06 13:50:13.0","2026-03-17 09:45:16.0","0.0","2026-03-15 00:00:00.0","Resolved-Assigned-CCAO","","Extended CAD$453.68 as a goodwill gesture for the negative experience this represents the total disputed amount. No Bank error.","453.68","","","453.68","True","","Debit Card","Transaction","","T3C1P5","True","","","","True","nan","","","","","","","","","","","","","","1996","Disputes","Dispute Processing Time","Claims Department","Process Misunderstanding","direct to l2","no linked l1","Yes","Recurring","Medium","The complaint arose from the customer's desire to expedite a dispute, failing to understand the mandatory 15-day regulatory waiting period which was not clearly communicated initially.","['expedite the dispute claim', 'reimburse her the funds', 'allow the dispute delay period of 15 days']","ok","```json
{
  ""complaint_theme"": ""Disputes"",
  ""sub_theme"": ""Dispute Processing Time"",
  ""touchpoint_mentioned_in_text"": ""Claims Department"",
  ""root_cause"": ""Process Misunderstanding"",
  ""escalation_reason"": ""direct to l2"",
  ""l1_resolution_gap"": ""no linked l1"",
  ""avoidable_at_l1"": ""Yes"",
  ""recurring_pattern"": ""Recurring"",
  ""severity_level"": ""Medium"",
  ""one_sentence_finding"": ""The complaint arose from the customer's desire to expedite a dispute, failing to understand the mandatory 15-day regulatory waiting period which was not clearly communicated initially."",
  ""evidence_phrases"": [
    ""expedite the dispute claim"",
    ""reimburse her the funds"",
    ""allow the dispute delay period of 15 days""
  ]
}
```",""
"L2","Complaint","Nuwgxgygpg6-pgp7","ioow8867xyellaxy6abc1gg9xy","2026-03-06 15:39:41.0","19.47","2026-03-06 15:59:09.0","35901.02","","2026-03-06 15:39:41.0","RetailProducts","Scotia Plan Loan","2026-03-06 15:46:42.0","RetailLending","TransactionHandling","","Customer visited a branch on January 7 2026 and provided funds to payout her Scotia Plan Loan in full. The payout was completed on January 24 2026 however the surplus funds totaling CAD$9884.35 have not yet been returned to her. Customer needs to purchase a new vehicle and she is unable to do so until she receives the surplus funds. Customer wants the excess funds to be provided to her as soon as possible.","We have confirmed funds totaling CAD$23698.11 were provided to the branch on January 8 2026 for the payout of the customers Scotia Plan Loan. The loan was paid out in full on January 24 2026 for CAD$13813.76 with an effective date of payout of January 8 2026. Apologized for the delay in the processing the payout. Following the payout surplus funds totaling CAD$9884.35 remained and were sent via bank draft on January 17 2026 to the address on file for the loan. We understand the customer did not receive the draft therefore we arranged for a replacement draft to be issued by the branch for pick up by the customer. We confirm the draft was issued by the branch on March 30 2026.  One regular payment of CAD$261.31 was applied to the loan on January 8 2026 which was reversed and credited back to the pre-authorized debit account on file at the time of the payout. Customer was offered CAD$150.00 as a goodwill gesture for the negative experience and to restore their confidence in Scotiabank. Customer is required to provide acceptance by April 3 2026. Applicable disclosures provided.","Resolved","SomeBank","2026-03-06 15:59:09.0","2026-03-31 15:20:10.0","0.0","2026-03-31 00:00:00.0","Resolved-Completed","","","0.0","","","","True","","Loan","Closure","","N4X0C1","False","","","Senior","True","ioow8867xyellaxy6abc1gg9xy","Customer visited a branch Jan 7 2026 to payout a Dealer car loan.  Sent via courier to RSC  Payout was applied  Jan 24 2026.  As of today  March 6 2026  client does not have refund of 9884.35.","no resolution yet","2026-03-06 15:39:41.0","2026-03-06 15:59:09.0","","Scotia Plan Loan","Branch-Retail&Small Business","85696","0.0","Resolved-TransferredOPCC","Loan","Payment","","1997","Transaction & Processing","Delayed Refund","Branch","Process Failure","direct to l2","No Resolution Attempted","Partly","Recurring","High","A customer's loan payout was delayed, and the subsequent surplus refund of nearly $10,000 was further delayed due to a lost bank draft, preventing them from purchasing a new vehicle.","['surplus funds totaling CAD$9884.35 have not yet been returned to her', 'unable to do so until she receives the surplus funds', 'understand the customer did not receive the draft', 'delay in the processing the payout']","ok","```json
{
  ""complaint_theme"": ""Transaction Processing"",
  ""sub_theme"": ""Delayed Refund"",
  ""touchpoint_mentioned_in_text"": ""Branch"",
  ""root_cause"": ""Process Failure"",
  ""escalation_reason"": ""Direct to L2"",
  ""l1_resolution_gap"": ""No Resolution Attempted"",
  ""avoidable_at_l1"": ""Partly"",
  ""recurring_pattern"": ""Recurring"",
  ""severity_level"": ""High"",
  ""one_sentence_finding"": ""A customer's loan payout was delayed, and the subsequent surplus refund of nearly $10,000 was further delayed due to a lost bank draft, preventing them from purchasing a new vehicle."",
  ""evidence_phrases"": [
    ""surplus funds totaling CAD$9884.35 have not yet been returned to her"",
    ""unable to do so until she receives the surplus funds"",
    ""understand the customer did not receive the draft"",
    ""delay in the processing the payout""
  ]
}
```",""
"L2","Complaint","Nuwgxgygpg6-pg4y","ioow8867xy1ggellaabc119ella","2026-01-23 14:01:11.0","8339.63","2026-03-06 16:18:37.0","","","2026-01-23 14:01:11.0","CommercialBanking","Basic Business Account","2026-01-23 14:24:12.0","","Fraud","","The client is disputing a nopay decision on a fraud claim of CAD$ 6000.00 related to email money transfers from her Basic Business Account account on XXX 2025. The Fraud Department’s review concluded the client is liable  The client is requesting a secondary review and reimbursement.","","","SomeBank","2026-03-06 16:18:37.0","","0.0","","Open-InProgress","","","","","","","True","","Debit Card","Transaction","","K1V2M8","False","","","","True","ioow8867xy1ggellaabc119ella","1. Fraud occurred on Friday  November 28  2025 and Monday  December 1  2025 2. Client became aware of the transactions on Sunday November 39 2025 and called Scotiabank right away but was advised Business Support was closed  later that day he logged into his online banking and locked the card. 3. Monday December 1st  2025 he called Scotiabank and advised of the fraud and also visited a branch and replaced card but could not get online banking access. 4.The following week  he went into the Branch but could not get online banking access again 5.	I myself called several times to get his online banking re-instated.  6.	There has been a huge breakdown in communication. 7.	It wasn't until January 8 2026 where the client finally got his online banking access reinstated through the help of the Branch Manager and  the 1-800 they called.  8.	When I called fraud again on January 9th   was advised that the client was found liable and would not be getting their money back.   9.	The Client received the letter on January 21st  2026!","Was advised by complaints department that likely the reason for the redirect and for it taking so long to get client to get back on online banking is because a Commercial Banking Client is using a full access card for online banking when the product that aligns with Commercial Banking is Scotia Connect.  I will advise client that is why there were issues.","2026-01-23 14:01:11.0","2026-03-06 16:18:37.0","","Basic Business Account","CBB - Distribution","ONTARIO EAST CLIENT RELATIONSHIP GROUP","0.0","Resolved-TransferredOPCC","Debit Card","Digital Issues – Mobile App","","1998","Fraud & Scams","Liability Decision Dispute","Fraud Department","Client Liability Finding","Dissatisfaction with Outcome","Failed to Address Core Issue","Partly","Recurring","High","The client is disputing the bank's decision to hold them liable for a $6,000 fraud loss, with the escalation driven by dissatisfaction with the outcome and compounded by a poor service experience at Level 1.","['disputing a nopay decision', 'client is liable', 'huge breakdown in communication', 'would not be getting their money back']","ok","```json
{
  ""complaint_theme"": ""Fraud & Scams"",
  ""sub_theme"": ""Liability Decision Dispute"",
  ""touchpoint_mentioned_in_text"": ""Fraud Department"",
  ""root_cause"": ""Client Liability Finding"",
  ""escalation_reason"": ""Dissatisfaction with Outcome"",
  ""l1_resolution_gap"": ""Failed to Address Core Issue"",
  ""avoidable_at_l1"": ""Partly"",
  ""recurring_pattern"": ""Recurring"",
  ""severity_level"": ""High"",
  ""one_sentence_finding"": ""The client is disputing the bank's decision to hold them liable for a $6,000 fraud loss, with the escalation driven by dissatisfaction with the outcome and compounded by a poor service experience at Level 1."",
  ""evidence_phrases"": [
    ""disputing a nopay decision"",
    ""client is liable"",
    ""huge breakdown in communication"",
    ""would not be getting their money back""
  ]
}
```",""
"L2","Complaint","Nuwgxgygpg6-pg49","ioow8867xyellaxy6abc1ella6ella","2026-03-06 16:54:50.0","3.33","2026-03-06 16:58:09.0","","","2026-03-06 16:54:50.0","FraudManagement","ScotiaCard/Self-Service Bkg. Access","2026-03-06 16:57:26.0","Claims","Restrictions","","PR  Client complaining that he needs to attend a branch in person to complete authentication process before the bank can reinstate his online banking access and EMT privileges.  Client is out of the Country and would like to get access restored remotely.","","","SomeBank","2026-03-06 16:58:09.0","","0.0","","Open-InProgress","","","","","","","True","","Debit Card","Other","","T8B1K7","False","","","Senior","True","ioow8867xyellaxy6abc1ella6ella","Customer was called by fraud because of a block on etransfers. Was told online banking was blocked and needed to come into the branch with two pieces of ID to be verified. Customer is out of the country and unable to be verified. Customer has access to bank card still but unable to access etransfers or online banking.","","2026-03-06 16:54:50.0","2026-03-06 16:58:10.0","online banking","ScotiaCard/Self-Service Bkg. Access","Branch-Retail&Small Business","90969","0.0","Resolved-TransferredOPCC","Service Issues","Other","","1999","Account Access","Authentication Process","Branch","Process Gap","Unsatisfactory Resolution","No Alternative Solution Offered","No","Recurring","High","The customer is unable to restore online banking access while abroad because the bank's mandatory in-person authentication process does not accommodate their situation.","['needs to attend a branch in person', 'Client is out of the Country', 'get access restored remotely', 'unable to access etransfers or online banking']","ok","```json
{
  ""complaint_theme"": ""Account Access"",
  ""sub_theme"": ""Authentication Process"",
  ""touchpoint_mentioned_in_text"": ""Branch"",
  ""root_cause"": ""Process Gap"",
  ""escalation_reason"": ""Unsatisfactory Resolution"",
  ""l1_resolution_gap"": ""No Alternative Solution Offered"",
  ""avoidable_at_l1"": ""No"",
  ""recurring_pattern"": ""Recurring"",
  ""severity_level"": ""High"",
  ""one_sentence_finding"": ""The customer is unable to restore online banking access while abroad because the bank's mandatory in-person authentication process does not accommodate their situation."",
  ""evidence_phrases"": [
    ""needs to attend a branch in person"",
    ""Client is out of the Country"",
    ""get access restored remotely"",
    ""unable to access etransfers or online banking""
  ]
}
```",""
"L2","Complaint","Nuwgxgygpg6-pg5a","ioow8867xy1ggxyabcellaxy8","2026-01-20 16:10:24.0","11281.0","2026-03-06 18:02:27.0","9951.65","","2026-01-20 16:10:24.0","RetailProducts","Basic Plus Bank Account","2026-01-20 16:14:34.0","RetailDeposits","Charges","","Client is complaining about monthly accounts fees associated with Basic Plus Bank Account ending in *082 and Basic Banking Account ending in *726 and their request is to reverse the monthly accounts fees for total amount of CAD$227.85.","The review confirmed that the client incurred fees after exceeding the free transaction limits on their Basic Banking and Basic Plus accounts. The Bank declined the client’s request for CAD $227.85 but offered a one‑time goodwill credit of CAD $130.20 to reverse the December 23 2025 Basic Banking fee. The client’s Basic Banking Account was previously switched to a Preferred Package with unlimited transactions effective January 20 2026 and the Basic Plus Account was closed on November 19 2025. The case was closed following the goodwill offer.","Closed","SomeBank","2026-03-06 18:02:27.0","2026-03-13 16:54:06.0","0.0","2026-03-13 00:00:00.0","Resolved-Completed","","Although the monthly account fees were applied correctly and no bank error was found a goodwill gesture was offered and accepted to help reinforce the client’s confidence in Scotiabank and to acknowledge their valued relationship with us.","130.2","","","130.2","True","","Account","Fees / Charges","REL1","L1R0S6","False","","","","True","ioow8867xy1ggxyabcellaxy8","client had opened up a Basic Plus bank account in August 2025. Realized she was getting large service fees called to have account closed November 19  2025 and was recommended she open a Basic Banking account which has now resulted in even more fees as client should have been recommended an unlimited account for the amount of transactions she is doing","Client looking to be reimbursed fees from branch 62422 Port Union and Fanfair for incorrect account plan being opened  service fees incurred totaling 227.85 Statements and account closure docs attached","2026-01-20 16:10:24.0","2026-03-06 18:02:27.0","","Preferred Package","Branch-Retail&Small Business","37846","0.0","Resolved-TransferredOPCC","Account","Fees / Charges","","2000","Product Advice","Unsuitable Product","Branch","Needs Assessment Failure","Unsatisfactory L1 Resolution","No Resolution Offered","Partly","Recurring","Medium","The client incurred avoidable fees after being advised into two consecutive unsuitable account plans by branch staff.","['incorrect account plan being opened', 'should have been recommended an unlimited account', 'resulted in even more fees']","ok","```json
{
  ""complaint_theme"": ""Product Advice"",
  ""sub_theme"": ""Unsuitable Product"",
  ""touchpoint_mentioned_in_text"": ""Branch"",
  ""root_cause"": ""Needs Assessment Failure"",
  ""escalation_reason"": ""Unsatisfactory L1 Resolution"",
  ""l1_resolution_gap"": ""No Resolution Offered"",
  ""avoidable_at_l1"": ""Partly"",
  ""recurring_pattern"": ""Recurring"",
  ""severity_level"": ""Medium"",
  ""one_sentence_finding"": ""The client incurred avoidable fees after being advised into two consecutive unsuitable account plans by branch staff."",
  ""evidence_phrases"": [
    ""incorrect account plan being opened"",
    ""should have been recommended an unlimited account"",
    ""resulted in even more fees""
  ]
}
```",""
